"gene","TCGA-BH-A0C0-11A","TCGA-BH-A18J-11A","TCGA-AC-A2FM-11B","TCGA-BH-A18N-11A","TCGA-BH-A0DQ-11A","TCGA-GI-A2C8-11A","TCGA-BH-A0H5-11A","TCGA-BH-A0DZ-11A","TCGA-BH-A0DL-11A","TCGA-BH-A18M-11A","TCGA-E9-A1N9-11A","TCGA-BH-A18Q-11A","TCGA-BH-A1FM-11B","TCGA-BH-A1EO-11A","TCGA-BH-A1F8-11B","TCGA-BH-A0DG-11A","TCGA-E9-A1RB-11A","TCGA-BH-A0DO-11A","TCGA-A7-A13E-11A","TCGA-BH-A1FR-11B","TCGA-E2-A1IU-01A","TCGA-A7-A26I-01B","TCGA-A8-A07S-01A","TCGA-A1-A0SK-01A","TCGA-AC-A6IV-01A","TCGA-AR-A2LN-01A","TCGA-A7-A26I-01A","TCGA-AO-A0JM-01A","TCGA-EW-A1J3-01A","TCGA-E2-A14N-01A","TCGA-E9-A54X-01A","TCGA-E2-A15L-01A","TCGA-BH-A28Q-01A","TCGA-A2-A0D0-01A","TCGA-B6-A0I5-01A","TCGA-A2-A0YL-01A","TCGA-AC-A3QQ-01B","TCGA-A2-A0D4-01A","TCGA-A8-A07I-01A","TCGA-A1-A0SH-01A"
"STX6",10.6281,10.4828,10.0816,10.4819,10.6288,9.534,10.4635,10.5206,10.8097,10.5958,10.3251,10.4521,10.3732,10.6567,10.7308,10.7167,10.8126,10.5448,10.8211,10.6457,11.0617,11.3463,11.669,10.5935,11.0733,10.7374,11.5663,11.2068,12.2199,11.7317,10.7766,11.1697,11.5578,12.0181,11.8602,11.125,11.4741,11.1339,10.5923,11.5515
"MR1",10.7971,10.1648,9.7383,10.7765,10.8201,8.9034,10.7097,9.9986,10.892,10.441,10.0554,10.7244,10.449,10.1404,10.4368,11.1047,10.5102,10.8073,10.5722,10.8921,11.1502,10.1909,11.6258,6.8788,10.7558,11.0399,9.8429,10.5686,10.9371,9.3241,9.6091,10.5555,11.1158,8.5523,9.9433,10.469,11.4841,9.2517,9.9431,11.3134
"IER5",10.8937,10.7314,11.8477,10.3592,10.593,13.4615,10.0369,10.8882,10.4736,10.9389,10.0253,10.8502,10.4838,10.2533,11.0317,10.0691,9.8197,10.4197,9.6337,10.6277,9.6381,9.3905,9.7018,9.7505,10.3316,9.7663,9.7738,9.5435,10.4917,9.1554,9.9751,9.6441,9.4359,11.284,11.6447,10.4112,9.2053,11.5387,10.3915,10.4647
"ZNF648",6.3612,5.4568,5.9655,5.8709,6.2174,5.2078,6.4181,5.7351,5.8707,6.0198,6.0071,6.3872,6.0966,4.7831,6.272,6.3577,5.8014,6.3152,5.3451,5.8437,5.2861,6.4763,6.6855,5.3011,5.2252,6.0747,5.4353,5.6629,7.0429,5.067,5.1491,5.2344,6.4125,5.1869,7.1576,5.8437,7.1406,5.1742,5.5755,5.7284
"GLUL",14.306,15.1421,14.1587,14.6275,15.0945,15.7495,14.6134,14.3452,14.3709,14.9013,14.3567,14.0833,14.5676,14.7754,14.4178,14.1681,15.9706,13.9119,14.5608,14.2532,15.2766,13.6199,15.8687,14.2186,14.8684,14.9325,13.3227,14.5905,16.1918,13.911,13.9906,15.8018,15.8676,14.044,16.1214,14.4738,15.2539,16.8325,14.9526,16.1068
"RNASEL",9.4258,9.3873,8.9072,9.4914,9.5412,9.1313,9.4881,8.9611,9.5354,9.5783,9.46,9.6151,9.5093,9.6725,9.4906,9.5716,9.7512,9.3538,10.0209,9.9572,9.2682,9.1382,9.8423,7.3848,9.6889,9.5477,8.6312,9.538,10.1253,8.2777,7.9852,9.631,9.831,7.5783,9.1165,9.5839,9.7161,9.6841,10.5728,10.2857
"RGS16",8.6418,8.9929,10.1734,9.0717,8.0719,11.447,7.8236,7.8069,8.1878,10.235,8.1107,10.2328,9.4689,11.6928,9.1674,8.1137,8.1189,9.233,8.9218,9.7246,9.1157,11.0859,8.9863,9.2502,9.7587,11.1953,10.383,10.4035,9.6782,10.0666,6.5126,11.0479,9.9694,10.16,9.263,8.5787,9.0728,8.8632,10.9009,9.3312
"NPL",7.8525,9.1164,7.9878,8.7002,7.9021,7.5734,7.6874,7.6141,9.0097,8.4134,8.0616,7.9915,8.402,10.4994,8.7617,8.2727,8.8057,8.1894,9.8642,10.334,7.9937,9.8358,8.955,7.8356,10.0547,8.0848,9.2318,8.5606,8.8614,9.3832,7.2874,8.6171,8.2622,9.1419,8.2758,8.5972,9.3793,7.9982,9.2099,8.6937
"DHX9",12.6053,12.578,11.9929,12.402,12.6398,12.2342,12.2433,12.5151,12.4294,12.3565,12.5698,12.4618,12.6558,12.1698,12.4233,12.5873,12.7347,12.4951,12.3372,12.2395,12.5391,12.3913,13.2379,13.7933,12.3329,12.5401,13.0069,12.9633,12.887,13.0335,12.1605,12.9298,13.3121,13.3439,12.2234,12.76,12.5613,13.2031,13.1392,12.7967
"LAMC1",13.1637,13.6698,11.9843,13.8517,13.1412,13.9592,13.2598,12.6118,13.9168,14.1627,13.7101,13.542,13.8306,14.4881,13.8231,13.3943,15.0624,13.1241,14.9095,13.35,11.4249,13.7409,12.0635,11.3111,13.4416,13.3311,13.8395,14.0572,13.8167,12.188,11.0907,13.3264,14.2215,13.4624,12.6009,12.9923,13.6639,12.9379,13.7056,14.616
"LAMC2",13.0066,13.4521,12.8623,12.6621,11.8323,7.2617,13.0034,12.8302,13.038,11.9142,12.6174,12.7776,13.4457,7.8794,12.639,13.2811,11.4598,12.5236,11.8763,12.0135,10.7721,11.4165,9.7916,8.0236,9.6442,10.9937,12.0924,9.3467,11.5614,11.1684,9.3458,11.3219,12.1256,12.3177,12.5231,11.2256,9.8022,8.8537,10.7718,10.8875
"NMNAT2",7.6133,8.6593,7.1793,8.782,7.9477,7.6634,8.3902,7.0733,8.1573,8.9605,9.0701,8.9326,9.0552,9.57,8.3239,8.1829,9.4263,8.1041,9.705,8.9648,6.0095,7.1517,5.9499,11.4958,8.2037,7.5,5.8018,6.2009,6.6501,6.0733,7.0154,6.2252,6.9698,6.8699,7.6069,6.7642,7.6315,6.6503,6.0011,6.3243
"NCF2",7.5301,8.4793,8.5704,8.8405,7.5457,8.3303,7.4753,7.4212,8.6632,9.0711,7.92,7.7733,8.2767,11.044,7.899,7.9347,10.3968,7.7716,10.0282,10.0613,8.2497,9.7835,8.6304,7.1973,10.0381,8.6656,9.5476,10.5813,8.6217,8.5505,7.7451,8.6037,8.2501,8.9297,9.3187,8.4656,9.0621,7.9982,9.7488,9.0627
"SMG7",11.7881,11.4252,10.6859,11.4574,11.7399,12.0346,11.3457,11.2836,11.5596,11.4253,11.6021,11.5034,11.4267,11.0719,11.0668,11.6755,11.8154,11.5257,11.6106,11.3409,11.6036,12.3219,12.3957,12.6083,11.5669,11.7183,12.2797,12.5142,12.7246,12.4768,11.5276,11.8631,12.4724,12.5042,11.985,12.0146,13.899,13.0417,12.61,12.3433
"ARPC5",11.964,11.8514,12.3185,11.7405,11.9536,10.4736,11.7065,12.2581,12.1838,11.9065,11.7156,11.7,11.9018,13.1769,12.4744,11.9513,12.2716,11.8041,12.2301,12.3256,11.9588,11.5903,12.4247,12.8709,12.5874,11.9793,13.7729,12.5952,13.5193,13.3229,12.0335,12.519,12.2639,13.0571,13.2277,11.936,10.8068,12.746,11.9584,12.9188
"RGL1",10.2861,10.6285,9.9359,10.9962,10.666,9.95,10.6539,10.1279,11.231,11.008,10.7103,10.6483,10.865,12.0014,11.1977,10.886,11.8608,10.9197,12.1145,10.9039,8.7572,10.7003,8.3853,8.7145,10.5998,10.642,10.4739,8.7759,8.5333,9.265,8.2637,9.2106,9.2651,9.3653,8.6214,10.2429,10.169,8.7376,9.4121,10.099
"COLGALT2",7.1085,7.4343,7.1884,6.9968,7.7611,11.2347,6.8726,7.459,7.0067,7.6058,7.6862,7.3308,6.8999,7.6902,7.3683,7.5757,7.9842,7.397,7.3051,6.9668,5.9375,7.775,5.4688,6.9467,6.2367,6.8201,7.3995,5.8371,5.9197,6.5555,6.2538,7.0307,6.079,6.884,6.4285,7.1868,7.0533,6.602,5.9473,6.1526
"TSEN15",9.4753,9.43,9.5248,9.4492,9.5264,10.5357,9.2685,9.6941,9.6928,9.2451,9.4046,9.4181,9.5214,10.2471,9.7691,9.6402,9.836,9.3067,9.8227,9.5357,9.6804,9.8786,10.6159,10.5441,9.4904,9.4042,11.7699,10.4792,11.04,11.0453,10.2657,10.2555,10.7175,10.9958,10.4725,9.9838,10.2607,9.7775,9.7408,10.4487
"C1orf21",12.0864,12.0487,12.2837,12.0948,12.8318,13.5459,12.2139,12.0314,11.9096,12.0761,11.7167,12.2982,12.3313,11.9345,12.2573,12.4458,12.2749,11.8939,11.7482,11.8812,13.2577,11.0991,13.931,11.666,10.7034,11.9664,11.1018,12.3633,13.7166,10.1694,11.6212,12.8824,13.4291,8.4114,13.6357,12.3404,12.327,11.4787,10.5383,12.8754
"EDEM3",11.4686,11.0985,9.5558,11.1295,11.3672,10.9597,11.0256,9.9579,11.3455,11.2661,11.2646,11.2372,11.2284,11.0797,10.9811,11.279,11.5705,10.6924,11.6047,11.3952,12.0149,11.5536,12.8558,9.9883,10.9846,11.9721,11.7071,12.4949,12.7237,11.1248,10.9141,12.6072,12.7414,9.6783,11.3289,11.7447,12.5267,10.6509,11.2477,12.3578
"FAM129A",13.7629,13.0045,11.8529,12.948,12.6217,14.1395,13.0255,12.4509,13.0168,12.5321,13.7943,13.4074,12.9436,11.6668,13.1248,13.091,12.6851,12.8492,12.0905,12.8185,12.1197,10.8108,13.5122,8.5543,11.6137,13.1975,10.5865,10.508,13.6764,11.5992,8.4712,12.367,10.1167,8.5936,9.6298,11.4403,12.0805,11.8015,9.6382,11.8256
"RNF2",9.9784,9.6136,9.1596,9.6317,10.0103,9.759,9.9553,9.3055,9.8044,9.5454,9.377,9.8123,9.8715,10.077,10.0922,9.9936,9.7375,9.8971,9.5967,9.9203,10.5039,9.9014,11.2199,10.1023,9.7338,10.3129,10.4691,9.7396,11.5619,10.5314,10.1197,10.9932,10.6889,10.0085,10.1307,10.2555,10.6479,10.2871,9.657,10.8019
"TRMT1L",9.9364,9.6873,9.0081,9.7767,9.9024,11.8412,9.7657,9.0655,9.9105,9.9002,9.5439,9.8123,9.9126,9.8889,9.7573,9.972,10.3296,9.7495,9.9547,9.8758,10.4819,9.0455,10.6109,8.3894,9.7324,9.9711,10.14,9.7984,10.685,9.503,10.2233,10.1932,10.8653,9.059,10.2742,9.9279,10.2654,9.454,9.3059,10.5051
"SWT1",8.7789,8.605,7.7181,8.3888,8.6528,8.5695,8.6509,7.7354,8.5509,8.5661,8.4212,8.6461,8.4643,8.3443,8.2536,8.8236,8.9914,8.5494,8.4024,8.4344,8.4803,9.0926,8.9121,7.7156,8.1645,8.8767,9.2703,8.2206,9.2909,8.487,7.5907,8.5867,9.4517,7.2596,7.7783,8.6155,9.1457,7.6127,8.0347,8.4976
"IVNS1ABP",11.9161,12.3573,10.929,11.9078,11.9971,11.7014,12.3897,11.6999,12.4962,11.8474,11.9759,11.7942,11.7811,11.7492,12.1051,11.9876,11.9906,11.881,11.4008,11.9396,11.2285,11.9614,12.211,12.5297,11.587,11.8166,13.116,12.4525,13.1209,12.8169,10.9048,12.2854,12.3816,11.7735,11.6881,11.7885,11.2044,11.4048,11.5586,12.0407
"HMCN1",10.2256,10.0205,8.339,10.6818,11.3002,11.4863,10.3854,9.3197,11.3412,11.6569,10.8253,10.9551,10.8211,11.609,10.8968,10.2445,11.9964,9.7872,11.6958,11.2159,9.386,12.498,9.1973,7.5706,10.7154,11.9471,10.917,10.4096,9.8684,8.9138,5.7688,10.9019,11.0353,7.9947,9.0255,11.6132,12.6271,8.5337,11.1375,13.7088
"PRG4",7.4763,9.376,8.3189,9.3779,8.1169,11.0227,7.8181,7.5804,9.7777,8.3688,10.482,7.9092,9.9295,12.9898,10.5482,7.6142,12.805,8.4404,12.1941,9.2944,7.6806,6.9834,8.5023,7.1318,8.9301,9.8314,7.4965,9.8757,9.2412,8.7255,7.6309,7.8463,8.5289,8.3107,9.0943,7.7782,9.7957,8.4001,9.0794,8.1556
"TPR",12.6451,12.3748,11.1977,12.4999,12.5724,12.8969,12.5254,11.8017,12.6483,12.422,12.5111,12.6256,12.8331,12.7218,12.2247,12.722,13.0233,12.4476,12.6579,12.1224,12.3804,13.0312,13.4084,12.0718,12.4335,12.8663,12.9516,12.6907,13.5061,12.5372,11.464,12.8551,13.4843,12.666,12.1805,12.7613,14.0099,12.8655,12.3737,12.8536
"C1orf27",10.4218,10.2417,9.4181,10.3459,10.359,9.7306,10.3084,9.6739,10.1845,10.1686,10.7189,10.2944,10.3091,9.9898,10.1855,10.3599,10.276,10.0924,10.3598,10.3853,10.8429,9.9641,11.4281,9.3608,10.496,10.146,9.3078,10.8593,11.9616,10.8273,10.5424,11.195,11.4517,10.0342,10.8579,10.7473,11.506,10.9854,10.5161,11.1568
"PTGS2",8.227,8.4213,9.1797,9.2131,7.685,10.1617,9.167,8.0018,7.4295,9.9247,8.4594,10.4402,10.0533,10.1592,9.6717,8.5024,8.5534,9.9414,7.7939,9.7172,6.4256,6.3336,5.7103,6.2189,6.4301,9.6564,6.129,6.9522,6.745,6.5005,5.0423,5.8079,6.2582,6.6874,6.3588,7.7617,7.6017,5.6473,5.9473,6.6412
"PLA2G4A",8.689,8.4969,8.339,9.1397,8.5455,7.5165,8.7415,8.8513,9.2294,9.1277,8.6432,9.1317,9.3445,10.1458,8.8509,8.8236,9.5237,8.7303,10.3621,8.7835,7.0166,7.3475,6.586,5.8033,8.6428,7.7651,7.6858,7.1282,7.1021,8.8381,5.5525,6.6579,7.0102,6.2123,6.3346,7.8475,7.0977,6.6183,7.1841,7.4738
"BRINP3",6.1847,6.2595,5.9132,5.4042,6.9444,4.7831,6.1128,6.1714,5.1435,5.2905,9.6147,5.9208,5.9299,4.7831,5.6309,5.8575,7.3555,6.2018,5.1817,7.4458,4.7831,5.2161,5.0444,4.7831,4.7831,12.1951,5.0513,5.2477,4.7831,7.2447,4.7831,12.1657,5.22,4.7831,4.7831,8.7289,10.9787,5.867,5.1603,7.6718
"RGS18",6.5838,6.4819,6.1296,6.6991,6.705,6.2017,7.0928,6.3082,7.3054,6.7827,6.1907,6.5635,6.5858,7.7845,6.3277,6.856,8.4342,6.2971,7.3824,7.3704,6.2739,6.2819,5.6751,5.5118,7.072,6.7961,6.1055,5.8981,6.2432,6.2026,5.3595,5.8674,6.5197,6.5119,6.4057,7.0727,6.75,5.6882,6.3718,6.3905
"RGS1",8.3827,9.823,9.0475,9.0694,9.0758,7.5165,11.0639,8.5893,10.605,9.96,9.8941,10.6065,9.745,10.0812,9.8254,10.18,9.2678,10.2684,9.1624,10.7334,11.5707,11.6566,9.4352,9.3608,12.3354,11.9197,11.7376,11.2682,12.0586,11.7533,8.4193,11.216,11.527,10.7277,9.3959,11.4433,11.2141,8.4432,9.1842,8.6299
"RGS13",5.3909,5.6944,6.1296,6.3421,5.8589,5.7197,5.6059,5.1485,6.1937,6.1913,5.8433,5.6989,6.0047,6.5803,5.7682,5.7108,5.9901,5.5453,6.3103,6.2896,5.7745,5.9046,5.3035,5.4656,6.6909,6.8666,5.3171,5.4888,5.9197,5.7101,5.2994,5.5152,5.6473,5.0691,5.0848,5.6987,6.4982,5.2614,5.7979,6.5127
"RGS2",11.3917,12.5875,13.0225,12.3753,11.115,9.8101,12.0101,11.3587,11.8528,11.4212,13.6417,11.199,11.317,12.1485,12.2971,12.2536,11.9312,12.0816,10.6775,13.4436,9.5168,9.524,7.6152,9.3148,9.9058,10.5245,9.2903,10.2297,10.2868,12.6295,6.273,9.3435,8.6924,10.0927,8.7202,10.2814,8.8542,8.6848,7.9023,8.5503
"UCHL5",9.9925,9.887,9.3858,10.005,9.9913,11.7465,10.1086,9.6453,9.9221,9.9144,10.0776,10.018,10.108,10.3263,10.2031,10.1418,10.2783,10.2067,10.0557,9.9471,10.3301,10.2335,10.5477,11.026,9.862,9.9432,11.215,10.8763,11.6357,12.2447,10.5206,10.552,10.7794,11.4296,10.7293,10.0809,10.3469,10.6834,10.177,10.7682
"TROVE2",11.0144,10.5641,9.7472,10.8102,11.005,10.9422,10.8961,9.7754,11.0181,10.9769,10.513,11.1446,11.0325,10.813,11.0602,11.1996,11.2931,11.0562,10.8635,11.0663,10.6941,11.154,11.2177,11.2439,10.6349,10.8705,11.2454,11.0673,12.2365,11.3806,10.5663,11.1295,11.9365,10.6893,10.4277,11.1297,12.4843,10.467,10.298,11.5827
"GLRX2",7.4275,7.711,7.8538,7.4074,7.7381,9.457,7.2975,7.717,7.692,7.4977,8.1107,7.1093,7.1976,8.6792,7.5266,7.3426,7.9545,7.3421,8.0945,7.8055,7.8187,6.6433,8.132,7.988,7.6614,7.5897,8.6656,8.9657,8.8111,9.9497,8.0552,8.1413,8.5454,8.5814,9.2967,7.8886,6.8592,8.439,7.2961,7.8802
"B3GALT2",5.7929,5.5024,5.4626,5.4531,5.8589,5.8839,5.7696,5.5512,6.0898,5.9472,5.7489,6.1793,5.8486,6.2413,6.0858,6.3409,6.3072,5.8771,6.0388,6.046,5.3447,8.2284,4.7831,5.0432,6.0487,6.3675,5.4353,5.2477,5.6199,5.5773,5.1491,5.1521,5.5739,5.0691,5.3832,5.8437,9.8589,5.3346,5.2444,5.4868
"CDC73",10.5961,10.5012,9.5762,10.6976,10.7052,10.9083,10.8186,9.8661,10.6146,10.6117,10.7689,10.823,10.8811,10.813,10.768,10.8969,11.1629,10.7143,10.8716,10.7142,10.5388,10.4526,11.3989,11.0561,10.3404,10.9025,11.028,11.2805,12.1853,11.6302,10.5705,11.1347,11.8219,10.5468,10.7334,11.0428,11.8669,10.612,10.6029,11.4557
"KCNT2",6.5564,7.1622,5.7356,6.8678,6.4402,6.4018,6.3023,5.4623,6.9549,6.574,7.2076,7.2287,6.922,7.178,6.8242,6.5707,7.7955,6.9976,6.9153,6.9242,5.9375,7.1778,5.2344,5.6343,6.9065,6.4504,6.2807,5.4374,5.745,7.2019,5.2308,5.7441,6.1004,5.0691,5.5728,6.2877,7.2617,5.3987,6.0766,6.3013
"CFH",11.2159,12.2661,11.2295,11.792,11.008,11.801,10.1042,10.0479,11.9289,11.8655,12.3601,10.4747,10.8487,13.7058,12.1831,11.2814,13.5142,11.1728,12.9618,11.8579,9.8852,11.1073,9.6127,8.1984,12.2185,11.4575,11.2271,11.5847,9.9166,8.9735,6.3287,10.134,10.9375,8.1532,10.0849,11.2922,11.5429,9.7792,11.8146,11.752
"CFHR3",5.5639,6.052,5.9132,5.8145,5.4455,5.7197,5.4873,4.7831,6.0898,5.9218,5.9287,5.5217,5.2263,6.8728,6.2333,5.8575,7.0906,5.9305,6.582,6.0906,5.3976,6.0463,5.1521,5.5957,7.6864,5.5024,5.6204,5.805,5.1819,4.7831,4.7831,5.1521,5.7143,5.0691,5.3037,5.8437,6.0815,5.8341,5.7979,6.1526
"CFHR1",6.6238,7.3574,7.0743,6.673,6.4861,6.7905,5.7988,6.4301,7.0268,6.6295,6.8964,5.7599,5.9804,8.0577,7.4077,6.3742,7.8804,6.2971,7.7,7.2145,5.9375,6.3336,5.8674,5.3615,7.7879,6.8201,6.3776,6.3636,6.067,5.9254,4.7831,5.7441,6.2582,5.2769,6.7613,6.4635,5.5492,5.8341,6.461,6.4327
"ASPM",6.4997,7.4784,5.7356,6.2136,7.353,6.6115,6.6977,7.2584,7.4589,7.638,7.1117,6.8865,6.7712,6.5803,7.4535,7.8783,8.6189,6.615,6.682,7.197,8.2253,11.2189,11.234,11.4678,9.5351,7.3255,11.7691,10.9419,10.7652,11.6214,8.4712,10.2544,8.6004,11.7957,8.2414,10.1481,11.1347,10.7617,10.3281,8.9136
"ZBTB41",10.6438,9.9861,9.107,10.5886,10.9617,10.2354,10.793,9.5748,10.4489,10.3326,10.3013,10.497,10.2606,9.7472,10.3121,11.053,10.9868,10.4863,10.2285,10.706,10.5824,9.8938,12.2738,10.2263,10.4864,11.1796,10.779,10.7307,12.6465,10.3134,10.3907,11.8084,12.4955,9.888,10.9594,11.2718,12.1679,10.3925,9.8851,11.7983
"CRB1",5.9498,5.5451,5.2303,5.8431,5.6451,6.4018,6.0037,5.5918,5.7541,5.841,5.8129,6.1001,5.7273,5.5223,5.5519,5.7422,5.8686,6.0973,5.6635,5.5413,5.3447,5.978,6.026,5.4656,5.2252,6.3846,5.734,5.3812,6.9025,5.4139,5.4137,5.4688,6.1004,5.3523,5.3037,5.7597,5.5492,5.1742,4.7831,5.8446
"DENND1B",10.1995,9.5443,8.9232,10.1677,10.1379,10.9155,10.3997,8.826,10.0094,9.4022,9.7249,9.8474,9.5469,8.8742,9.8741,10.5861,9.5613,10.3067,9.3776,10.375,11.5366,10.2001,13.6939,9.4836,9.2101,12.5047,10.309,10.3963,10.9853,9.7862,10.5747,12.9042,10.2929,8.8772,9.4618,11.254,9.8955,11.8211,9.7771,9.9926
"C1orf53",5.9735,6.0747,6.7103,5.924,5.9367,6.7905,6.1333,6.6279,5.9984,5.9472,6.2912,5.8703,5.6594,6.2413,6.1516,5.6781,5.7657,5.9305,6.2657,5.8715,5.8321,5.2161,7.3124,6.1986,5.9271,6.8436,5.7685,6.2647,6.0107,6.5909,6.6021,6.9104,6.3633,7.161,7.8259,6.6802,5.328,6.9576,6.0011,5.8076
"NEK7",11.269,11.2113,10.1745,11.8417,11.0308,12.9042,11.2841,9.8537,11.5122,11.5351,11.5643,11.4985,11.7171,12.5443,11.5353,11.2469,12.3798,11.3416,12.9906,11.4317,10.6955,10.2631,11.811,10.1656,11.2208,11.4628,11.0502,10.3973,11.6623,10.8921,10.3782,11.2072,11.0732,9.7923,10.5467,10.5004,11.0669,10.814,12.4275,11.3691
"PTPRC",9.8447,9.9069,9.1775,10.1192,10.3774,8.9034,10.0563,8.9816,11.1879,10.3743,9.6045,10.3944,10.1374,11.149,10.1004,10.6764,11.7058,10.0993,10.517,11.0351,10.2849,11.3953,9.2922,7.4992,11.5553,10.8645,10.5149,9.7363,9.6632,11.0648,6.8133,8.9012,10.3419,9.6513,9.2285,10.699,11.8973,7.8705,11.113,10.1981
"NR5A2",7.9139,8.447,6.9494,8.8405,8.2719,8.3084,7.7571,7.6471,8.891,8.8078,8.3167,8.4218,8.5879,9.5619,8.3519,8.0869,8.6779,7.7948,9.0311,8.3368,6.7311,7.6527,6.5252,6.2388,8.7045,8.5621,7.6088,6.6334,7.4564,6.3181,5.9144,6.8276,7.1426,6.3062,7.2788,7.8682,8.5195,6.9576,6.8666,6.976
"ZNF281",10.375,10.2438,8.9854,10.147,10.3032,10.6694,10.1749,9.0869,10.0274,10.3555,9.8433,10.0838,10.0473,9.7257,9.9847,10.5074,10.1506,10.1176,9.9593,10.4375,11.1389,10.4982,10.8799,10.0916,10.1582,10.4299,10.2593,10.9348,12.1161,10.3635,9.9777,11.5736,12.0626,10.6499,10.3403,11.178,12.0211,10.1923,12.8991,11.0388
"KIF14",5.7929,6.5426,5.042,5.6549,6.2907,6.0232,5.9068,6.2321,6.4884,6.8976,6.1694,5.8703,6.1604,5.7815,6.7498,6.8108,7.2892,6.0973,6.0388,6.3077,7.3392,9.5092,9.1906,10.2012,7.6926,6.7961,10.0597,9.3783,9.5433,9.9591,7.2958,8.4804,7.2631,10.5707,6.8918,8.7456,9.9371,9.6733,10.7881,8.0432
"DDX59",9.6355,9.7236,9.2126,9.7667,9.4183,11.2188,9.7574,9.0703,9.3756,9.6908,9.7249,9.71,9.8333,9.27,9.6089,9.6078,9.5515,9.7154,9.2251,9.539,9.5611,9.591,9.9132,10.1746,9.4957,9.6517,9.5458,9.8786,10.9816,9.8327,8.9339,9.6716,10.1364,10.2858,9.2226,9.485,10.8164,9.6145,12.1051,9.7859
"CAMSAP2",11.1936,10.9593,9.5862,11.2059,10.9805,11.0895,11.0918,9.9528,11.2007,11.4212,11.1971,11.426,11.4709,11.0895,11.2097,11.3133,11.4681,11.0953,11.176,11.1333,10.3749,11.7765,10.9216,10.686,10.631,10.8658,11.7949,11.5527,11.5276,11.232,9.9218,11.1095,12.1099,11.323,10.8111,11.3146,12.6647,10.754,12.3436,11.7742
"C1orf106",8.9795,8.3724,7.475,7.3923,7.4844,5.2078,7.9722,8.1996,8.2796,7.3416,9.0897,8.2209,8.0413,5.0651,8.4549,7.9497,7.2794,8.8855,6.2427,7.9506,7.148,9.9051,5.6382,8.9818,7.3983,7.087,10.2321,6.5392,6.1957,9.8225,5.2308,5.8079,6.3465,11.8808,8.3744,6.9876,8.3706,9.8123,8.1362,7.2748
"KIF21B",8.4391,8.2651,7.7787,8.0668,8.1125,6.5723,8.0888,7.6793,8.8014,8.428,7.7808,8.3062,7.982,7.5229,8.2409,8.2121,8.6339,8.5012,8.0774,8.5594,7.6926,9.8476,7.3292,9.9057,9.3704,8.7266,9.0642,7.4957,7.0549,7.7048,5.8871,7.092,7.7952,8.5354,7.551,7.9767,9.4384,7.4419,8.0864,7.6798
"TMEM9",11.1664,10.975,12.5091,10.9703,11.5113,10.9907,11.2463,12.1545,11.0519,11.1756,10.7126,10.9005,10.8085,10.967,11.1266,11.0919,11.2084,11.4021,10.9236,11.2994,12.1493,10.5993,13.3069,11.5465,11.7222,11.3203,11.5489,11.769,12.0664,12.1613,12.703,11.8652,12.32,11.6518,13.1594,11.3312,10.4653,12.8155,12.1858,12.3905
"IGFN1",6.2037,6.0747,6.0853,8.3509,6.6407,10.4164,7.2159,6.0146,7.8319,6.8414,6.5332,6.7412,6.8313,6.1694,6.2909,6.03,5.4575,5.6237,6.3319,7.3781,5.2192,5.7375,5.0444,5.3011,7.3035,7.4566,4.7831,9.0907,5.3453,4.7831,5.2308,5.0444,6.1623,4.7831,5.9933,5.6328,8.6108,5.9296,5.5312,5.2832
"PKP1",11.7584,11.9177,11.8121,11.0547,10.9457,8.1937,11.6086,10.1973,10.9975,10.9714,11.1461,11.6445,11.164,9.7839,11.9756,11.4691,10.7361,12.2908,10.7652,10.4931,8.3734,11.4504,6.3761,11.4632,7.7109,9.7949,11.6388,7.2652,8.5125,9.9497,5.5525,10.1809,6.3963,6.8119,7.551,10.5689,7.4079,11.5714,7.0935,8.3715
"TNNT2",6.7123,6.6284,7.1326,6.5338,6.5302,6.5723,6.9972,6.6828,6.6595,6.4856,6.5487,6.928,6.7588,5.3445,5.8864,6.8997,5.7657,6.6961,5.3451,6.2713,5.2861,8.6902,5.3035,5.7721,7.0123,8.3648,6.628,5.6231,6.4152,6.2959,4.7831,5.0444,5.22,5.478,5.7663,5.7298,9.6317,6.194,7.6972,5.8446
"LAD1",10.3441,10.2112,11.2391,9.5172,9.7593,7.3737,10.2777,11.7041,9.9677,9.2855,9.3869,9.9213,9.7755,5.6626,10.2722,10.0161,8.8189,10.6396,8.2082,9.3756,8.627,11.3723,10.3182,10.6938,8.4437,9.7026,11.8233,11.0699,10.9831,12.4569,6.4652,9.3754,8.2461,11.9165,11.12,9.7729,10.63,11.5078,11.9893,11.6066
"TNNI1",6.9561,6.6557,7.2936,6.5772,6.9234,18.5717,6.9049,7.8638,6.473,6.6021,6.1256,7.2123,7.0472,4.7831,7.1709,6.5983,7.4623,7.2511,6.3103,6.8801,5.6799,6.7904,6.6007,7.1882,5.6211,6.2014,6.1966,9.8889,7.5676,6.4815,5.0423,5.5152,5.6473,7.553,5.7221,6.7048,7.8494,6.9325,6.9621,7.264
