"gene","TCGA-BH-A0C0-11A","TCGA-BH-A18J-11A","TCGA-AC-A2FM-11B","TCGA-BH-A18N-11A","TCGA-BH-A0DQ-11A","TCGA-GI-A2C8-11A","TCGA-BH-A0H5-11A","TCGA-BH-A0DZ-11A","TCGA-BH-A0DL-11A","TCGA-BH-A18M-11A","TCGA-E9-A1N9-11A","TCGA-BH-A18Q-11A","TCGA-BH-A1FM-11B","TCGA-BH-A1EO-11A","TCGA-BH-A1F8-11B","TCGA-BH-A0DG-11A","TCGA-E9-A1RB-11A","TCGA-BH-A0DO-11A","TCGA-A7-A13E-11A","TCGA-BH-A1FR-11B","TCGA-E2-A1IU-01A","TCGA-A7-A26I-01B","TCGA-A8-A07S-01A","TCGA-A1-A0SK-01A","TCGA-AC-A6IV-01A","TCGA-AR-A2LN-01A","TCGA-A7-A26I-01A","TCGA-AO-A0JM-01A","TCGA-EW-A1J3-01A","TCGA-E2-A14N-01A","TCGA-E9-A54X-01A","TCGA-E2-A15L-01A","TCGA-BH-A28Q-01A","TCGA-A2-A0D0-01A","TCGA-B6-A0I5-01A","TCGA-A2-A0YL-01A","TCGA-AC-A3QQ-01B","TCGA-A2-A0D4-01A","TCGA-A8-A07I-01A","TCGA-A1-A0SH-01A"
"MAP2K7",10.4157,10.4471,10.966,10.3449,10.2582,11.5007,10.5626,10.5542,10.2868,10.1985,10.4236,10.1695,10.0977,9.941,10.0061,10.0971,10.1389,10.4942,10.1352,9.9254,10.0634,9.5141,10.2219,10.0544,10.6436,10.6004,9.3611,9.7461,9.4589,10.4707,10.3801,10.0253,10.2524,10.323,9.9433,10.1902,10.2607,10.054,10.1958,10.1954
"SNAPC2",8.9289,9.1004,10.5479,8.9955,9.3225,8.551,8.8583,10.1495,8.9604,9.0618,8.6498,8.6783,8.5479,9.4853,8.9374,8.628,8.6923,8.8962,8.9622,9.0043,10.2148,7.7411,9.8968,8.2335,9.7873,9.2777,8.2359,9.8608,9.195,8.7758,10.6535,9.5373,10.0068,9.4597,11.1556,9.5145,7.8989,8.6776,9.7488,9.5573
"CTXN1",6.6368,7.276,9.7783,7.2306,7.6107,5.6236,7.3744,9.5006,7.0662,7.3337,6.8118,6.6806,6.6417,6.7727,7.6685,6.6118,7.1987,6.7722,7.4287,7.5173,8.2698,6.6433,8.573,9.6653,9.5129,7.0967,8.9874,8.7405,9.6288,10.5996,11.0925,9.0119,10.1343,8.4747,10.649,9.5241,7.6606,8.6188,9.5679,8.5286
"TIMM44",9.3674,9.7086,10.5683,9.4167,9.2995,11.3063,9.5778,10.1083,9.4145,9.6923,9.765,9.2972,9.3269,9.6575,9.1266,9.1622,9.3241,9.2987,9.0164,9.0475,9.6804,9.1188,9.5285,9.633,9.9859,9.5595,9.1589,9.1432,8.5782,10.5314,10.2039,9.3595,9.3726,10.8908,10.7138,9.2583,8.1026,9.6823,9.4959,9.4828
"ELAVL1",11.1162,11.0066,11.1801,10.9319,11.29,11.4371,10.9403,11.51,11.144,10.9868,10.9612,10.9011,10.8308,11.0902,11.0999,10.9549,11.0638,11.1017,11.1466,11.0534,11.3272,10.997,11.6092,12.0245,11.2764,11.0536,11.7473,11.3837,11.8083,12.8453,11.8113,11.5315,11.4712,12.1624,12.0874,11.3386,11.2141,12.0192,11.514,11.5244
"FBN3",6.3612,6.6005,6.2523,7.0271,6.6797,5.8056,6.8055,6.4628,6.6326,6.1913,6.4355,6.799,6.2963,5.27,6.2333,6.0956,5.6896,6.4978,6.1456,6.5638,5.2861,6.3831,6.6718,10.7163,6.2928,5.354,5.7685,5.3189,5.5732,6.0167,5.3595,5.7441,5.6473,5.4185,5.5155,5.5605,4.7831,5.7271,4.7831,5.3596
"CERS4",11.0842,11.2091,10.6999,10.8713,11.0738,7.416,10.7683,10.6657,9.851,10.4392,12.4707,10.2849,10.4079,10.1228,10.0296,10.1737,10.019,11,10.1009,11.1878,12.0923,8.5619,12.1088,10.3973,11.6624,10.503,8.9235,10.944,11.926,10.2502,11.162,11.6468,11.5611,9.8168,10.6139,10.8026,10.3337,12.2224,10.9445,11.2711
"CD320",9.1406,9.9082,10.7205,9.7908,9.332,9.6934,9.2587,9.9898,9.4823,9.4912,10.0873,9.2178,9.5586,11.2649,9.8254,9.0194,9.6972,9.4669,9.4775,9.6254,9.459,6.6817,9.9987,10.5792,9.5181,9.4005,6.7568,9.5078,8.1667,10.6505,11.2569,9.5034,9.3237,10.7478,10.7906,9.2152,7.1822,9.4769,7.8907,8.1442
"CTD-2550O8.5",8.8006,9.2217,10.3665,8.9482,8.98,12.0632,8.9071,10.0296,8.9728,9.0687,9.1018,8.8058,8.7728,9.2872,9.5101,8.7992,9.1296,9.214,9.7214,9.1676,10.2839,7.8403,10.1809,9.8688,9.6859,8.788,8.5815,9.4963,10.6407,10.4598,10.896,9.7827,9.6137,10.3388,11.743,9.6707,7.9468,10.1961,9.1509,9.2303
"NDUFA7",8.8559,9.2406,10.3953,8.9782,9.0087,12.0778,8.9395,10.0503,8.9803,9.1031,9.1138,8.8579,8.8155,9.3281,9.5432,8.8529,9.1506,9.2414,9.7358,9.2104,10.3091,8.075,10.2176,9.8921,9.7086,8.8551,8.6312,9.4828,10.6794,10.5072,10.9261,9.8179,9.6401,10.3723,11.7717,9.6909,8.353,10.2221,9.1842,9.2647
"RPS28",10.0866,10.0996,11.0994,8.6605,10.3118,10.4315,8.5016,9.3436,9.667,10.3892,10.3241,10.3196,10.3958,9.361,9.0582,10.0691,8.6707,9.1126,8.8605,9.8285,9.5481,7.5386,9.8747,10.9683,9.7309,9.698,7.4569,7.6515,9.7077,11.179,10.2276,8.1827,10.0222,11.7708,12.075,8.8649,8.7906,8.8441,9.4241,9.2436
"KANK3",8.6507,9.1096,9.8771,9.3087,8.4785,9.1126,8.6112,8.5244,9.0241,9.3818,9.4916,9.0757,9.0576,10.2012,9.1472,8.1357,8.6561,8.6474,9.1273,9.0732,7.479,6.858,7.141,8.0971,9.1561,8.8219,6.4841,6.9522,6.6825,6.3821,7.0154,6.9331,7.6664,6.8699,7.7291,7.9767,6.4982,7.8383,6.9389,7.1157
"ANGPTL4",9.2169,11.6414,11.4969,10.5223,8.2955,10.7238,9.8269,8.1275,10.8242,10.8059,11.5079,9.4506,10.0124,12.0959,10.4497,9.1278,11.3088,10.3363,11.4622,10.0787,8.3013,7.6527,7.5597,8.5157,10.8478,9.5494,7.5724,8.0831,7.1364,8.8381,11.7307,8.5345,7.2381,10.7927,8.6391,7.1088,6.9105,9.19,8.1115,6.3468
"RAB11B",11.5002,11.6351,12.7717,11.5592,11.5577,11.9086,11.6144,12.1421,11.5062,11.5877,11.4196,11.1878,11.2078,11.3595,11.5139,11.0746,11.1706,11.5448,11.5205,11.1422,11.4333,9.7207,11.3183,10.9677,11.6904,11.5893,10.5457,11.0602,10.8421,11.0648,11.515,11.2862,11.4487,10.8327,11.4609,11.2028,11.6105,11.5422,11.5873,11.7455
"MARCH2",9.4414,10.3286,11.1081,10.5983,9.3767,11.3679,9.4014,10.0955,9.9489,10.4728,10.2501,9.5815,9.8796,11.8043,10.1745,9.4638,10.6479,9.5366,11.6684,10.2576,10.3461,9.2313,10.3496,8.7329,10.6561,9.9226,9.3778,9.9476,10.2295,8.9889,10.2741,9.9961,10.1992,9.7198,10.626,9.7957,8.6686,9.6295,9.6738,10.861
"HNRNPM",12.6559,12.617,13.158,12.4491,12.7224,12.3262,12.4605,13.176,12.5901,12.3983,12.5898,12.2989,12.4993,12.4823,12.4654,12.2773,12.2397,12.5409,11.8791,12.1507,12.6607,11.1991,12.7748,14.0008,12.9377,12.5596,12.5987,12.9797,12.0625,13.0461,12.5423,12.7778,12.8084,12.8815,11.8183,12.532,11.8421,13.2321,13.0566,12.7157
"PRAM1",6.7365,6.9005,7.9463,6.7862,6.4402,5.8839,6.8942,7.1028,6.89,6.8414,6.5792,6.6299,6.3841,7.0035,6.7751,6.7028,6.4084,6.7722,6.4147,7.5852,6.6286,6.9222,6.4612,5.7398,8.0546,7.5352,6.129,6.4892,5.951,6.0733,5.8589,6.7904,6.7707,7.0044,6.9961,6.4334,6.9599,5.7999,6.9849,6.9489
"ZNF414",8.3127,7.9261,9.5592,8.201,8.1818,8.6497,8.5477,8.9816,8.0943,7.9947,8.1766,8.0468,7.9149,7.7985,8.4062,7.7177,7.383,8.3577,8.1925,8.0155,8.046,6.6817,8.1506,8.7632,8.5212,8.1975,7.1723,8.173,7.8628,8.2727,8.6329,8.0695,8.4572,8.5481,8.5944,8.5787,7.3368,8.0269,8.1985,8.3419
"MYO1F",8.7403,9.2427,9.9542,9.1661,8.6096,7.4772,8.8186,9.0655,9.5735,9.3668,8.6299,8.6667,8.6043,10.0713,8.7705,8.7855,9.8804,8.6122,9.6433,9.7408,8.9819,10.1311,9.0981,6.9018,10.7258,9.6136,8.8684,8.8561,8.2751,8.4297,7.528,8.7419,8.9097,9.0649,9.3618,8.9914,9.7092,7.6945,9.3837,9.5488
"ADAMTS10",7.7937,8.5039,8.3706,8.4402,8.1519,7.33,8.515,8.1996,8.9604,8.4496,8.6889,8.0102,7.7644,8.5827,8.004,7.792,7.8741,8.0666,9.0194,8.3864,8.0645,9.3578,7.082,7.3362,9.8251,9.3059,7.6088,7.6586,6.7899,7.4312,6.0638,8.692,8.6067,6.3285,7.3466,7.9235,8.6108,6.8406,7.5712,8.8832
"ZNF558",9.8906,9.8383,9.0548,9.5658,9.7789,9.317,9.977,9.3336,9.7019,9.5815,9.5509,9.8917,9.8607,9.1569,9.6889,9.9768,9.6055,9.9478,9.5404,9.7668,9.7315,9.6416,9.4276,9.7231,9.6252,9.353,9.4564,9.1408,9.8943,10.1973,9.526,10.0025,9.9828,9.7401,9.0455,9.7904,9.5499,8.5055,9.6838,9.5096
"MUC16",8.729,9.8076,7.8311,7.6862,7.7497,5.2078,8.9903,9.3317,9.6747,8.2047,9.7296,9.3325,10.3883,5.5223,8.9737,10.8001,8.9382,9.4741,7.7798,8.3977,8.9819,12.5733,6.0501,7.9776,11.851,10.8399,8.7191,10.4228,6.8474,8.6657,9.0768,8.3814,5.6115,6.797,8.1391,9.1437,15.5452,5.6042,6.1914,6.9212
"ZNF317",10.4773,10.3664,9.8537,10.2488,10.5723,10.2354,10.4856,10.2243,10.3616,10.2493,10.3577,10.3407,10.3492,9.8679,10.1328,10.563,10.3613,10.465,10.2196,9.9471,10.279,10.1597,10.1943,10.9606,10.1756,10.0835,9.8755,9.7396,10.1537,10.634,10.3588,10.3335,10.4613,10.6253,10.1976,10.4823,10.2276,9.6751,10.9355,10.31
"ZNF699",8.0924,7.4639,5.9907,7.5906,8.0112,7.416,8.0011,6.6138,7.7223,7.6188,7.6862,8.2564,8.0169,7.1889,7.5407,8.1137,7.9424,8.1041,7.3918,7.861,6.9141,8.8788,7.0411,8.0875,7.2103,7.5212,7.6583,6.9871,6.4736,6.4027,5.7031,7.7386,7.4111,6.3504,5.8867,7.7281,8.0814,6.5686,7.7942,8.1211
"ZNF559",9.643,9.7251,8.7871,9.6031,9.0484,8.1327,9.9121,8.6515,9.351,9.5928,9.1995,10.1715,10.1618,9.4596,9.8451,9.7572,9.6074,10.0831,9.5383,9.5918,8.5894,9.5627,9.1726,9.6906,9.0296,9.5728,8.6101,8.7631,9.0921,8.2215,8.8582,8.9655,9.0804,9.6513,8.0883,9.4243,10.1937,8.4643,8.4275,8.1211
"ZNF559-ZNF177",8.6685,8.5621,7.7119,8.4617,8.2479,6.9176,8.7888,7.6007,8.472,8.643,8.1155,8.8579,8.7168,7.8529,8.3676,8.821,8.4681,8.546,8.2543,8.566,7.3849,9.2253,8.0695,8.9507,8.1243,8.805,7.8523,7.381,9.061,6.9649,8.7058,8.1413,8.2742,8.1861,7.1703,8.4177,9.1355,7.4244,8.6658,6.7889
"ZNF177",8.123,8.0801,7.5042,7.9339,7.7949,6.355,8.2694,7.1965,8.0186,8.1081,7.4753,8.1513,8.0267,7.3029,7.6813,8.2326,7.8548,7.8569,7.6233,8.1052,6.7912,8.6366,7.5166,8.5473,7.6926,8.2485,7.3742,6.9404,8.8712,6.7072,8.5629,7.7072,7.7087,7.8646,7.0658,7.8371,8.4387,6.9069,8.4074,6.3468
"ZNF266",10.4689,10.4435,10.2139,10.4314,10.7059,9.284,10.6449,9.9733,10.0487,9.9835,10.5792,10.0794,10.7343,9.8332,10.0024,10.5517,9.7078,10.4632,10.1175,10.5541,9.9716,10.9265,9.9023,10.5258,10.6638,10.2829,10.0622,9.7363,10.1684,9.9958,9.8187,10.3456,9.9596,10.3616,9.0619,10.368,10.5053,9.6679,10.2004,9.6879
"ZNF426",10.08,10.1515,9.5335,9.9341,10.0244,9.7225,10.2512,9.3864,9.9362,10.091,9.7265,10.1267,10.3656,9.7221,10.0957,10.4931,10.1297,10.2374,9.8708,9.9099,9.3565,10.1407,9.9884,10.0641,9.3818,9.7749,9.9553,9.5802,9.7223,7.0528,9.9713,10.1842,9.8497,10.3448,8.6652,10.177,10.4241,7.2763,10.1981,8.7988
"ZNF121",10.1062,10.3863,9.7398,9.9315,9.9426,9.4421,10.2262,9.8661,10.079,9.9762,9.883,9.9669,10.2451,9.4443,10.0612,10.4564,10.0162,10.4623,9.471,10.0833,9.733,11.6442,10.2746,10.7339,10.0007,9.7575,10.2661,9.6749,11.0878,11.9564,10.2233,10.3049,10.0222,12.2939,10.7497,10.2409,11.7701,9.6841,9.5516,9.2383
"ZNF561",10.9167,10.8678,10.6067,10.6166,10.8024,10.3193,11.385,11.2302,10.8304,11.1948,10.7659,11.3529,11.2729,9.9144,10.9761,11.3588,10.6322,11.253,10.3999,10.691,10.6278,10.7367,10.488,10.4455,9.9432,10.3549,10.85,10.0295,10.4464,10.7728,10.3221,10.5616,10.8233,10.6721,10.0175,11.1208,11.1947,9.32,10.5263,10.5689
"ZNF562",10.7037,10.8037,9.8384,10.2509,10.3599,9.317,10.8052,9.9759,10.4745,10.2236,10.6284,10.2868,10.4391,9.6134,10.6193,10.929,10.5965,10.8192,10.0742,10.3731,10.4981,11.427,10.6341,10.9197,9.976,10.2292,10.4197,9.7001,10.4735,11.1248,10.1494,10.5839,10.7117,11.0336,9.9609,10.6141,11.9777,10.0636,10.6282,10.0376
"ZNF846",8.3013,8.14,8.003,8.1795,8.2152,8.0426,8.4949,7.6536,8.3658,8.1172,8.2787,8.5158,8.3091,7.9497,8.0438,8.4192,8.2171,8.3461,8.0544,8.2024,7.8405,8.7248,7.5946,6.9686,8.0735,8.1668,7.5197,7.1984,8.385,7.0887,7.7632,7.8289,7.4969,7.249,7.0244,8.0003,8.4387,7.5421,7.4881,7.7346
"FBXL12",9.1906,9.4428,9.7002,9.2627,9.0849,9.4068,9.3337,9.4092,9.0667,9.3725,9.3367,9.3884,9.4707,9.3352,9.4192,8.8713,9.0455,9.3786,9.2096,9.1998,8.8018,8.7753,8.5521,9.2438,9.3242,9.1918,8.8234,8.4171,9.0552,8.6809,9.1715,8.9012,8.8995,10.6673,9.202,8.8547,8.4877,8.4809,8.9525,9.0925
"UBL5",10.5071,10.6908,11.6862,10.6047,10.7175,12.1732,10.3274,11.3732,10.5219,10.6547,10.6425,10.3525,10.6028,11.7332,10.9994,10.4443,11.0106,10.4178,11.1433,10.7929,11.3885,10.1116,11.216,11.3884,11.2764,10.7824,11.1401,11.1543,11.7633,12.1893,12.1661,11.1036,11.0376,13.7726,12.5993,10.9984,9.2437,11.0807,10.8691,11.2215
"PIN1",9.396,9.695,10.9736,9.5223,9.5412,10.4564,9.483,10.4005,9.5833,9.5437,9.6147,9.0491,9.0265,10.1895,9.1426,8.8074,9.3492,9.0615,9.1862,9.1719,9.8592,9.2132,9.8222,10.9077,10.4899,9.5578,8.8977,9.9307,8.5375,8.8715,10.9168,9.6293,9.4708,10.8396,10.0768,9.2756,8.6966,10.0119,10.0002,9.7877
"OLFM2",8.9264,8.9217,9.6322,8.7388,9.1269,7.0333,8.9045,10.3156,8.9351,10.3014,9.0352,8.3973,8.8973,10.2243,9.348,8.5291,8.8608,9.5702,9.5648,8.1234,7.4999,9.4485,7.5526,11.239,9.894,9.226,10.2378,10.3535,8.3239,11.3806,7.6042,8.5867,7.882,11.24,9.8909,8.2519,10.2419,7.9629,9.728,9.8342
"COL5A3",8.8815,10.466,8.9072,10.3363,9.6976,10.7781,9.6577,9.3297,9.832,11.3054,10.9365,9.7871,9.2061,11.5904,9.7303,8.3646,9.5116,9.2621,11.3585,10.7334,9.1311,10.9003,11.1225,9.9003,11.4805,10.6333,9.9316,12.2122,10.2721,8.0558,7.3536,11.1657,10.2117,9.0853,10.5869,9.5916,10.159,10.6007,11.4515,12.7478
"C19orf66",9.7931,9.7677,10.2289,9.6903,9.533,8.0292,9.8701,9.9385,9.8897,9.87,9.6011,9.6915,9.7183,9.7347,9.6951,9.4603,9.1738,9.5039,9.2454,9.8036,9.2642,9.742,9.7857,8.4352,10.1691,9.7821,9.2903,9.8638,9.7059,11.1186,9.5622,9.0495,9.367,11.6223,9.92,9.6502,10.0923,8.4559,10.4365,9.467
"ANGPTL6",8.0791,7.8227,8.4391,7.8652,7.8813,6.7567,8.1459,8.2258,8.1748,8.1616,7.9419,7.9962,8.0021,7.9621,7.9784,7.7695,7.5929,7.8006,7.5336,8.0868,7.5473,8.483,8.113,7.1125,8.4473,8.1264,7.5724,8.197,7.5174,8.8549,7.9382,7.4645,7.7497,9.7364,8.3477,7.9672,6.8592,7.1209,8.6282,7.8309
"PPAN",9.3565,9.6087,10.2794,9.0436,9.0252,9.1619,9.3486,10.079,9.3433,9.0963,9.3968,8.8217,8.6491,8.8211,8.6665,8.7463,8.6189,9.1664,8.2842,8.4489,9.2721,8.8865,9.1816,10.2615,9.7309,9.3588,8.7895,9.5154,8.2701,9.9867,9.3557,9.0642,9.3689,11.7855,10.5903,8.8826,8.6686,9.1875,9.7956,9.2383
"PPAN-P2RY11",9.4136,9.6087,10.3858,9.1331,9.0826,9.1188,9.3725,10.206,9.42,9.0985,9.365,8.9686,8.7318,8.7695,8.8397,8.821,8.6743,9.3166,8.3933,8.6589,9.2582,8.7248,9.2304,10.2371,9.8953,9.4501,8.9516,9.5286,8.5902,10.098,9.9031,9.0981,9.7046,11.7382,10.6381,9.1205,8.4877,9.185,10.0731,9.3237
"P2RY11",9.2069,9.3237,10.5471,9.0173,8.9507,9.422,9.0092,9.9809,9.2459,9.0734,8.8382,9.0691,9.0094,8.8312,9.0727,8.8945,8.7757,9.5801,8.7722,8.8004,8.8973,8.3335,9.1839,9.2818,9.5735,9.1233,8.1259,8.6637,8.8875,9.6659,10.1528,8.8223,9.5067,10.6921,10.678,9.0795,6.5662,8.3557,9.5147,8.8311
"EIF3G",12.2211,12.0576,13.2741,11.7546,11.9254,13.1056,11.9264,12.8151,11.8844,11.7042,11.7026,11.5857,11.7371,12.0777,11.7409,11.8671,11.8417,12.1914,11.5127,11.4828,11.71,10.2951,11.8341,12.0288,11.9918,11.8061,10.6725,11.492,10.7288,11.4924,11.9985,11.5438,11.8427,13.6529,12.6737,11.8633,9.9134,11.0041,11.5855,11.5621
"S1PR2",9.0421,9.2959,9.8947,9.3341,8.8953,7.2849,8.7071,9.7473,9.1459,9.3687,9.1995,9.1897,9.3599,10.1418,9.6997,8.9472,8.8735,9.5383,9.3262,9.3142,8.1794,9.1573,8.5901,9.3882,8.8641,9.0053,8.4009,8.4731,8.3711,9.9852,7.7572,8.3695,8.4253,11.6493,9.6944,8.7811,9.6885,8.6955,8.7856,9.2032
"DNMT1",11.0632,11.1332,10.7274,11.0705,11.18,9.7669,10.8789,11.4439,11.0378,10.9658,11.2032,10.8392,10.8528,10.1895,10.7285,11.0054,11.0106,10.7263,10.6253,10.8776,11.4258,11.4734,11.6109,13.9086,11.281,11.4372,11.4162,11.3293,11.237,11.8643,10.7439,11.7101,11.5083,13.2026,10.5755,11.7821,11.7635,12.5873,12.055,11.4181
"MRPL4",9.9784,10.0927,11.4185,9.7023,9.6315,11.173,9.8027,10.983,9.8114,9.6247,9.8561,9.5376,9.4492,9.9868,9.963,9.319,9.7984,9.9155,10.1092,9.627,10.1805,9.0179,10.2672,10.7655,10.1538,9.8791,10.323,9.8519,9.1227,11.4406,10.8049,9.9677,10.2055,12.5166,10.3957,9.9484,8.5659,9.5035,10.0565,10.1802
"ICAM1",9.748,10.7476,10.8253,10.8813,9.5231,11.6538,9.8427,10.2005,10.6965,11.3493,10.4331,10.4351,11.054,11.5963,10.555,9.8536,10.5501,10.0274,11.1799,10.3116,10.045,10.8504,11.1463,8.992,10.7027,11.515,10.5243,11.478,11.5354,12.43,8.0005,11.1984,11.3253,13.8153,11.6288,10.6343,10.4489,8.5807,10.9487,10.0346
"ICAM4",5.6011,5.2944,6.3628,5.5809,5.6792,6.2017,5.9564,6.3443,5.6547,5.9218,5.6425,5.73,5.5851,6.0376,5.8292,5.9838,5.9005,5.9305,5.573,6.1123,5.5725,5.2161,5.4188,5.0432,5.543,5.6944,5.3793,5.6231,5.6199,5.4139,5.2994,5.5152,5.5342,6.1622,6.1775,5.8166,4.7831,5.0601,5.4327,5.4266
"ICAM5",6.7365,6.6145,7.6153,6.2518,6.471,4.7831,7.2573,7.4665,6.5187,6.5008,6.6379,6.4786,6.2779,5.1813,6.4479,6.6516,6.0182,6.5724,6.1456,6.3429,5.7126,5.5276,5.2344,5.8625,5.8739,5.9039,5.6204,4.7831,5.2707,5.1839,4.7831,5.4688,5.5342,5.7568,5.5728,6.2526,5.328,5.1742,5.315,5.6859
"ZGLP1",6.5838,6.5277,7.3187,6.5039,6.2907,6.0862,6.7225,6.4301,6.5187,6.6295,6.5015,6.7412,6.4969,6.0376,6.1932,6.2529,6.0182,6.3152,6.1199,6.8345,6.4721,7.1517,6.2252,6.7696,7.1103,7.2247,6.1055,6.1562,6.3324,6.2266,6.672,6.5252,6.4749,6.8267,6.5361,6.3869,6.6917,6.0963,6.6064,6.0405
"CTD-2369P2.10",7.9918,8.2274,9.4931,8.2264,7.8388,8.8057,8.1198,8.8951,8.1573,8.3266,8.2308,8.024,7.9463,8.6337,7.9419,7.7235,7.782,7.8234,7.9014,7.9658,8.463,7.9625,8.6952,8.4428,8.6397,8.4829,7.7522,8.5042,7.2857,8.5296,9.1421,8.3892,8.2379,10.3782,9.5964,7.9624,6.5662,8.4559,8.2893,8.1327
"FDX2",7.8472,8.0848,9.4106,8.1084,7.7554,8.8365,7.9575,8.887,8.0757,8.2089,8.1298,7.8377,7.8389,8.6452,7.8881,7.633,7.7614,7.7479,7.8949,7.8336,8.3845,7.6708,8.7046,8.3177,8.5144,8.2189,7.7326,8.527,7.1916,8.5791,9.1238,8.3251,8.171,10.4119,9.6429,7.8784,6.4982,8.4559,8.146,8.1327
"CTD-2369P2.12",9.8627,9.83,10.8623,9.8118,9.828,9.0936,9.5982,10.9308,9.7648,9.8187,9.7405,9.8254,9.8607,9.5314,10.1566,9.5539,9.5979,9.8182,9.7816,9.9151,10.1182,9.0039,10.4925,11.1917,10.269,9.9471,9.5983,10.4966,11.0137,11.9151,11.1036,10.3121,10.194,12.7597,11.8807,10.2497,10.5288,10.7012,10.6342,10.5292
"RAVER1",10.5339,10.5583,11.1828,10.4314,10.496,9.6892,10.2998,11.4137,10.3925,10.3734,10.4838,10.357,10.3808,9.9017,10.6062,10.0747,10.1852,10.3643,10.3304,10.3853,10.6926,9.6188,10.8405,11.9168,10.8913,10.6608,10.1903,11.0113,11.1743,12.1074,11.3588,10.8561,10.906,13.0156,11.932,10.9503,10.7414,11.2245,11.3693,11.212
"ICAM3",8.7177,8.805,9.8812,8.7388,9.1378,9.2558,8.6599,9.472,9.1503,9.0312,8.8497,8.7463,8.6554,9.4682,8.4214,8.5191,9.8472,9.0472,9.681,8.9597,9.3732,7.9027,8.7388,7.9084,9.7264,9.3798,8.2451,9.6817,8.156,9.1281,9.4153,8.7203,9.1468,9.8946,9.9521,9.0259,7.8744,8.5015,9.2076,9.2568
"TYK2",10.8491,11.0023,11.0716,10.7478,10.7081,11.0783,10.8497,11.0761,10.9308,10.9121,11.0958,10.8315,10.5832,10.6281,10.268,10.6205,10.6331,10.6133,10.6416,10.6955,10.9014,11.3683,10.696,11.034,11.7118,11.2118,10.356,10.7217,10.5064,10.3914,10.7044,11.023,10.9282,12.1226,10.8995,10.7061,10.7211,10.3356,11.1869,10.8816
"CDC37",11.8482,12.1791,12.7081,11.8247,11.7324,13.2303,11.6426,12.6073,12.0199,12.0327,12.0974,11.3793,11.5402,12.4753,11.6467,11.3346,11.701,11.5132,11.7335,11.5496,11.7948,9.8938,11.8673,11.9265,12.3689,12.0455,11.0663,11.9211,10.8229,11.9463,12.0612,11.671,11.3997,13.8252,12.8233,11.3949,9.7631,11.7164,11.9714,11.9863
"PDE4A",8.9435,9.1232,9.2699,9.7581,9.3053,11.9713,8.9927,8.887,9.2925,9.8727,9.1561,9.2454,9.6415,10.1973,9.3261,9.0496,9.4327,9.3937,10.2563,9.4472,10.5256,8.9897,11.6063,6.8193,9.9597,10.2747,8.5112,9.1309,9.4458,7.8064,7.253,10.2328,8.6224,10.2243,9.6732,9.3912,10.2931,9.9163,8.6692,10.476
"KEAP1",10.9484,10.9389,11.5026,10.8859,10.9321,13.1967,10.8711,11.5698,10.8973,10.9627,10.8304,10.6298,10.63,11.2931,10.5987,10.6259,10.837,10.667,10.8362,10.5541,11.3277,9.5141,11.3597,11.1467,11.328,11.3119,9.9977,10.7018,9.6669,10.9115,11.2617,10.9516,11.1218,12.293,11.3356,10.7806,8.7775,11.407,11.4603,11.3715
"S1PR5",6.8727,6.0969,6.9818,6.2888,6.9547,5.7197,6.4644,7.459,7.1232,6.5597,6.5174,6.16,6.0966,6.4903,6.4801,6.6646,6.759,6.26,6.2657,6.7629,6.2918,6.1705,5.7766,6.5931,6.5234,6.2967,6.0814,6.2226,5.5233,5.4139,5.6681,6.1192,5.7762,7.5358,6.9961,6.821,5.9746,7.9509,5.7303,6.1526
"ATG4D",8.7653,8.874,9.9503,8.813,8.7064,11.1365,8.8583,9.4464,8.5205,8.9555,8.9734,8.819,8.6205,8.3631,8.7997,8.444,8.4385,8.8988,8.617,8.8172,9.3111,8.4728,9.6923,10.3194,9.3359,9.3099,8.652,8.8591,9.061,9.3528,10.4544,9.1906,9.0273,11.3236,10.1721,9.0305,7.7172,9.8285,9.0094,8.7622
"KRI1",10.2176,10.2281,10.7764,9.7922,10.1689,10.6758,10.179,10.4618,10.193,10.1578,10.0579,10.0881,9.9411,9.58,9.5722,10.0266,9.8615,9.9116,9.2148,9.6857,9.9825,9.591,10.3386,10.5724,10.5116,10.5432,9.3012,9.8593,9.7385,10.635,10.1984,9.9293,10.1494,12.247,11.343,10.1165,9.6245,10.2331,10.552,10.0634
"CDKN2D",7.5367,7.5558,8.3899,7.5572,7.2983,9.0218,6.9155,7.7776,7.6484,7.694,7.4828,7.2846,7.4485,8.6375,7.4154,7.1791,8.1868,7.4498,7.2951,7.5242,7.7628,7.4357,8.7327,10.5639,8.2375,7.8507,7.9957,8.4049,7.5174,8.1684,9.2934,7.9463,7.6664,10.645,9.0255,8.1423,6.75,9.7246,8.2849,7.572
"AP1M2",10.6718,10.249,11.6412,10.3188,10.9823,5.2078,10.6343,11.8448,10.1909,10.0018,11.0158,10.2347,10.01,5.8524,10.5921,10.7029,9.7581,10.6133,9.5908,10.4176,11.9272,9.7293,11.8781,10.8729,11.044,10.8365,10.8523,11.3591,11.6848,11.2275,12.0194,11.9941,11.5053,13.179,12.7927,11.1621,9.4467,11.9059,11.5676,11.6975
